VISA,4,13,16
Mastercard,51:52:53:54:55,16,16
American Express,34:37,15,16
AMEX,34:37,15,16
Discover,6011:65,16,16
JCB,2131:1800:35,15,16
Diners Club,300:301:302:303:304:305:36:38,14,14
