Single,Alone
Divorced,Alone
Widowed,Alone
Separated,Alone
Never-married,Alone
Never married,Alone
Married,In marriage
Civil Partner,In marriage
Married-AF-spouse,In marriage
Married-civ-spouse,In marriage
Married-spouse-absent,In marriage
